0.910151	0.904842	0.904557	0.929121	0.941361	0.926631	0.941263	0.964628	0.941615	0.969820	0.964850	0.967822	0.955437	0.957034	0.963862	0.936323	0.931868	0.918591	0.918596	0.940850	0.956898	0.949455	0.957023	0.941903	0.914122	0.908272	0.929068	0.940705	0.923174	0.954014	0.923550	0.914348	0.935454	0.914295	0.915251	0.948173	0.941040	0.936574	0.954644	0.934851	0.936946	0.952602	0.943691	0.966482	0.953199	0.930022	0.919181	0.943625	0.961545	0.958406	0.940622	0.908407	0.902711	0.915595	0.921038	0.947759	0.917839	0.932983	0.926036	0.954675	0.949149	0.972256	0.969284	0.945898	0.949116	0.965194	0.954023	0.919631	0.922486	0.943147	0.920708	0.917574	0.931892	0.946713	0.926580	0.933494	0.911410	0.920893	0.925067	0.956439	0.970875	0.966134	0.955403	0.950992	0.942559	0.926393	0.913667	0.913510	0.926043	0.931739	0.949303	0.936608	0.945910	0.952892	0.942452	0.944051	0.927192	0.921008	0.937462	0.959693	0.953138	0.974167	0.968146	0.939700	0.929561	0.960624	0.962351	0.953763	0.917658	0.920180	0.917429	0.912696	0.934227	0.940401	0.929422	0.921249	0.943179	0.939247	0.933440	0.953095	0.949611	0.942861	0.929846	0.968074	0.978857	0.966224	0.936643	0.956060	0.942725	0.965194	0.968650	0.946606	0.920661	0.901691	0.893722	0.908131	0.927633	0.911901	0.921336	0.956336	0.930489	0.935363	0.951847	0.942074	0.959041	0.956659	0.928386	0.919637	0.928009	0.912749	0.910763	0.909896	0.918050	0.938501	0.930501	0.932712	0.924532	0.916937	0.918316	0.927937	0.956352	0.954979	0.942419	0.943619	0.923908	0.931301	0.919136	0.923816	0.924009	0.957513	0.948992	0.926164	0.925509	0.915757	0.909883	0.941241	0.951150	0.960602	0.926480	0.909602	0.914047	0.901964	0.919007	0.911543	0.923264	0.915800	0.928702	0.922055	0.952834	0.952206	0.972395	0.958779	0.948863	0.941483	0.916288	0.926480	0.929982	0.921492	0.951098	0.936789	
0.951200	0.948116	0.948719	0.955637	0.960204	0.959504	0.964770	0.971790	0.969983	0.976843	0.977490	0.977426	0.974189	0.973305	0.972729	0.964999	0.960747	0.956509	0.957258	0.964472	0.969998	0.969601	0.969676	0.963619	0.954478	0.951882	0.957333	0.961494	0.959773	0.965097	0.958150	0.954758	0.957810	0.953526	0.954834	0.963421	0.964294	0.964463	0.967971	0.964463	0.965033	0.968821	0.968844	0.973197	0.968751	0.961074	0.958262	0.964831	0.970647	0.969595	0.962039	0.951250	0.947633	0.950597	0.954582	0.961380	0.957051	0.960275	0.961510	0.969371	0.971783	0.977629	0.976566	0.970342	0.970167	0.972501	0.967337	0.957152	0.956138	0.959669	0.954899	0.954055	0.957999	0.961412	0.957158	0.956461	0.951604	0.953835	0.957862	0.967929	0.974001	0.973791	0.970730	0.967806	0.963557	0.957178	0.952288	0.951843	0.955559	0.958776	0.963242	0.961509	0.963752	0.965658	0.963710	0.962708	0.958110	0.956893	0.962749	0.970387	0.971902	0.976643	0.974424	0.966389	0.963604	0.970621	0.971716	0.966882	0.955748	0.952868	0.951336	0.951187	0.957170	0.959764	0.957459	0.956270	0.961627	0.961885	0.961445	0.966066	0.966066	0.964708	0.964382	0.975084	0.979539	0.975595	0.967854	0.970392	0.969356	0.974550	0.974577	0.966216	0.955291	0.946417	0.942662	0.946579	0.952235	0.951373	0.955963	0.964593	0.960687	0.962173	0.966679	0.966342	0.969747	0.967587	0.958801	0.954153	0.953797	0.949327	0.947531	0.947611	0.951300	0.957194	0.956697	0.956417	0.953815	0.951820	0.953034	0.958124	0.966675	0.967679	0.964313	0.962511	0.957010	0.956763	0.954150	0.955419	0.957910	0.966212	0.964744	0.958365	0.955661	0.952294	0.952000	0.960698	0.965870	0.967154	0.957269	0.949983	0.948364	0.946028	0.949938	0.950156	0.953222	0.952993	0.956193	0.957308	0.966009	0.969396	0.974500	0.971005	0.965942	0.960520	0.953150	0.954117	0.955282	0.955383	0.962333	0.959089	
0.969868	0.968944	0.969266	0.971210	0.972799	0.973414	0.975428	0.978017	0.979104	0.981615	0.982630	0.982611	0.981579	0.980892	0.980093	0.977607	0.975543	0.974078	0.974563	0.976943	0.978695	0.978497	0.977583	0.975057	0.972011	0.971028	0.972539	0.974134	0.974476	0.975484	0.973807	0.972582	0.972703	0.971843	0.972584	0.975092	0.976003	0.976469	0.977416	0.977097	0.977553	0.978688	0.979225	0.980138	0.978618	0.975955	0.974708	0.976110	0.977475	0.976487	0.973122	0.969018	0.967122	0.967964	0.970257	0.973523	0.974372	0.976002	0.977448	0.980171	0.981697	0.982912	0.981750	0.979034	0.978086	0.977565	0.975322	0.971741	0.970472	0.970811	0.969759	0.969701	0.970660	0.971248	0.970108	0.969032	0.967713	0.968258	0.970294	0.973405	0.975649	0.976124	0.975724	0.975458	0.974561	0.972427	0.970176	0.969114	0.969364	0.969845	0.970180	0.969726	0.970746	0.972158	0.972406	0.972439	0.971592	0.972182	0.974544	0.976780	0.977401	0.978082	0.977385	0.975880	0.975827	0.977666	0.977522	0.974818	0.970041	0.967370	0.965965	0.965877	0.967909	0.969220	0.969056	0.969528	0.971545	0.972207	0.972056	0.972745	0.972733	0.973155	0.974999	0.979275	0.981275	0.980284	0.978675	0.979243	0.979625	0.980657	0.979791	0.976288	0.971590	0.967223	0.964688	0.965474	0.967576	0.968525	0.970400	0.972499	0.971799	0.972611	0.974242	0.974436	0.974999	0.973776	0.970362	0.967965	0.967028	0.965092	0.963771	0.963594	0.965016	0.967131	0.967796	0.967876	0.967039	0.966118	0.966784	0.969272	0.972144	0.972863	0.972164	0.971564	0.969963	0.969574	0.969436	0.969833	0.970526	0.972558	0.972681	0.971590	0.970514	0.969031	0.968428	0.970436	0.972401	0.972959	0.970200	0.966969	0.965312	0.964758	0.966541	0.967817	0.969102	0.969311	0.969952	0.970529	0.973171	0.975071	0.976658	0.975354	0.972575	0.969540	0.966695	0.966091	0.966346	0.967481	0.970476	0.971252	
0.976888	0.976996	0.976885	0.976679	0.976514	0.976212	0.976510	0.977614	0.979042	0.981027	0.982333	0.982375	0.981812	0.981581	0.981827	0.981474	0.980651	0.980078	0.980542	0.981464	0.981443	0.980119	0.978756	0.977711	0.977082	0.976979	0.977523	0.978397	0.978979	0.979388	0.979230	0.978863	0.978466	0.978212	0.978540	0.979262	0.979312	0.979279	0.979773	0.980441	0.981073	0.981321	0.981600	0.982254	0.981901	0.980736	0.979311	0.978739	0.978423	0.977053	0.974967	0.973043	0.971668	0.972085	0.974050	0.978391	0.981537	0.983128	0.983887	0.985009	0.985282	0.984381	0.981876	0.978290	0.977478	0.976064	0.975636	0.973698	0.972355	0.972612	0.972503	0.973177	0.972946	0.972302	0.972054	0.970473	0.970021	0.969419	0.970718	0.970040	0.970195	0.970601	0.971644	0.974748	0.977480	0.977709	0.975929	0.973684	0.971586	0.969908	0.966895	0.965386	0.966695	0.969715	0.971250	0.972945	0.973220	0.975564	0.977189	0.976230	0.974478	0.972804	0.972789	0.975025	0.977335	0.978600	0.977650	0.975541	0.971154	0.968502	0.966601	0.965759	0.967434	0.968687	0.968529	0.969982	0.972314	0.973136	0.971626	0.970146	0.968938	0.970242	0.973891	0.978029	0.979047	0.978299	0.979524	0.980732	0.981799	0.981577	0.980156	0.978754	0.977000	0.974075	0.970406	0.970376	0.972169	0.973128	0.973610	0.972992	0.970989	0.972104	0.973670	0.972636	0.972737	0.972443	0.969918	0.968430	0.969021	0.967293	0.965443	0.964515	0.965070	0.966331	0.967585	0.968448	0.968251	0.966282	0.966359	0.968566	0.969364	0.969350	0.969587	0.971048	0.970588	0.970893	0.972887	0.972749	0.970814	0.970606	0.971668	0.974215	0.974825	0.973457	0.970622	0.969354	0.970130	0.972035	0.972542	0.970141	0.968326	0.968104	0.971238	0.973496	0.974527	0.973744	0.972609	0.970818	0.971222	0.971952	0.973163	0.972176	0.969461	0.967301	0.965869	0.964796	0.964192	0.965812	0.969952	0.974910	
0.977178	0.976691	0.975987	0.973423	0.971620	0.969545	0.968027	0.968526	0.970588	0.974025	0.976698	0.976159	0.974924	0.974922	0.977372	0.978884	0.978272	0.977594	0.978787	0.979996	0.978555	0.974348	0.971664	0.971612	0.973062	0.973701	0.973801	0.974889	0.975794	0.976141	0.977082	0.977265	0.976032	0.975873	0.976108	0.976384	0.974996	0.973831	0.974411	0.976518	0.977911	0.976959	0.976750	0.978777	0.979263	0.978614	0.975369	0.973212	0.972407	0.969811	0.967362	0.966484	0.963886	0.964287	0.965833	0.976446	0.983444	0.984925	0.984072	0.985277	0.984704	0.981777	0.976502	0.966786	0.969129	0.964727	0.968498	0.965335	0.962375	0.964639	0.964310	0.967671	0.965706	0.962746	0.965003	0.959867	0.961351	0.957339	0.962270	0.954787	0.953457	0.953549	0.955026	0.965073	0.974567	0.976776	0.973305	0.968449	0.962987	0.960276	0.950015	0.945542	0.948613	0.957531	0.959329	0.964873	0.962842	0.970609	0.974002	0.967737	0.962060	0.955819	0.955942	0.964952	0.971624	0.973975	0.970697	0.969511	0.959863	0.957202	0.953770	0.950426	0.955337	0.957962	0.954715	0.958472	0.964420	0.966558	0.960717	0.956203	0.951088	0.953915	0.962569	0.971747	0.970799	0.966255	0.972776	0.975230	0.978561	0.976955	0.973164	0.973677	0.975036	0.972033	0.961480	0.962441	0.967274	0.968237	0.968148	0.964902	0.956418	0.960899	0.965962	0.959572	0.960757	0.963164	0.957296	0.955102	0.961875	0.957478	0.953372	0.950761	0.951435	0.952981	0.955690	0.958406	0.959613	0.952019	0.951356	0.957609	0.956036	0.954212	0.954467	0.961651	0.959493	0.959717	0.968401	0.967310	0.958489	0.956450	0.958648	0.969174	0.971757	0.969587	0.960484	0.954991	0.955709	0.962127	0.967582	0.961625	0.957997	0.956275	0.966177	0.970577	0.972338	0.968759	0.965737	0.958081	0.958283	0.958056	0.962046	0.960533	0.954496	0.952231	0.952120	0.950148	0.946713	0.949179	0.957628	0.972269	
0.974573	0.968034	0.968056	0.959534	0.956441	0.950983	0.945648	0.946149	0.949801	0.958138	0.965643	0.961770	0.957487	0.956482	0.965416	0.970549	0.967847	0.964879	0.969097	0.973700	0.970427	0.957510	0.951371	0.953412	0.959841	0.961249	0.959482	0.962317	0.964187	0.963393	0.967115	0.968573	0.963568	0.964173	0.964772	0.966428	0.961245	0.956963	0.958037	0.964615	0.968890	0.963304	0.961100	0.969019	0.970061	0.971137	0.961227	0.956457	0.958080	0.951488	0.946671	0.949416	0.940028	0.942342	0.936078	0.969605	0.985050	0.984468	0.976844	0.983032	0.981726	0.975573	0.968296	0.931589	0.956403	0.932700	0.957594	0.944337	0.933375	0.946632	0.939883	0.956263	0.947881	0.934803	0.952848	0.928485	0.944114	0.921084	0.952653	0.917529	0.918456	0.918226	0.914005	0.943483	0.969799	0.973350	0.963150	0.953217	0.939776	0.944919	0.911209	0.899817	0.905991	0.936886	0.929389	0.951996	0.929062	0.959303	0.971324	0.947904	0.936935	0.916738	0.915239	0.945582	0.960992	0.966931	0.951263	0.961255	0.927465	0.931411	0.924210	0.909195	0.930146	0.938314	0.917569	0.930288	0.948366	0.957073	0.934783	0.926880	0.907392	0.914949	0.937013	0.965614	0.955652	0.930663	0.960036	0.959899	0.972822	0.967242	0.952373	0.958201	0.968534	0.967379	0.926932	0.936821	0.954506	0.952907	0.954684	0.949946	0.914390	0.936127	0.957718	0.924869	0.933419	0.949571	0.925847	0.916585	0.952887	0.932035	0.923212	0.915747	0.919443	0.921042	0.927372	0.935031	0.946777	0.914902	0.912248	0.939508	0.927527	0.920823	0.915805	0.947396	0.931100	0.925675	0.962320	0.957643	0.924058	0.922331	0.922600	0.960786	0.963197	0.962587	0.933632	0.919368	0.920182	0.939541	0.962268	0.936833	0.930700	0.917227	0.955074	0.959848	0.966279	0.951921	0.951119	0.922296	0.930610	0.925681	0.943798	0.940268	0.919252	0.917568	0.923463	0.920309	0.905290	0.910336	0.925490	0.969631	
0.975652	0.942175	0.957506	0.925641	0.927866	0.914425	0.898138	0.900955	0.906024	0.928200	0.954181	0.933924	0.921628	0.912469	0.944539	0.959400	0.945872	0.932177	0.947736	0.965530	0.961086	0.918839	0.905085	0.913637	0.937299	0.938731	0.927548	0.938207	0.942726	0.932685	0.947174	0.954628	0.931982	0.939794	0.939864	0.951550	0.933680	0.919729	0.921299	0.942829	0.958560	0.933121	0.922256	0.955794	0.950020	0.964143	0.928414	0.918223	0.938128	0.916205	0.907641	0.927357	0.886646	0.910622	0.845263	0.971866	0.999182	0.999060	0.950046	0.995633	0.984804	0.967070	0.995950	0.815648	0.978302	0.832731	0.982053	0.904458	0.856509	0.934556	0.877401	0.960048	0.929077	0.857315	0.969541	0.840462	0.946514	0.809091	0.995097	0.826249	0.858160	0.859341	0.819068	0.908913	0.978879	0.977350	0.949891	0.932863	0.896505	0.958092	0.843128	0.820391	0.806085	0.932105	0.854220	0.974581	0.817334	0.952594	0.997721	0.911980	0.904976	0.832881	0.826727	0.933835	0.955923	0.989279	0.890481	0.988692	0.839151	0.897748	0.879151	0.805751	0.906251	0.932888	0.819852	0.880573	0.934197	0.979694	0.879198	0.884157	0.805457	0.834171	0.883105	0.992504	0.943660	0.815627	0.962580	0.919296	0.979723	0.972803	0.897051	0.924402	0.966830	0.992174	0.817626	0.881149	0.949767	0.919020	0.938183	0.955128	0.801775	0.904654	0.992134	0.833187	0.876134	0.971432	0.859366	0.804434	0.999930	0.872224	0.872939	0.840639	0.868693	0.855578	0.871183	0.888719	0.981462	0.837314	0.817324	0.945452	0.876491	0.866643	0.812718	0.962053	0.867685	0.830205	0.987649	0.963330	0.830504	0.863218	0.829615	0.974646	0.945311	0.984673	0.882461	0.856093	0.847009	0.894810	0.993814	0.872376	0.891140	0.802123	0.973425	0.935132	0.984362	0.905616	0.950288	0.825055	0.892221	0.858235	0.939853	0.933635	0.837065	0.846590	0.885308	0.892378	0.821548	0.855238	0.859955	0.998902	
0.988720	0.858295	0.984779	0.834607	0.893078	0.851683	0.807170	0.819793	0.813763	0.875113	0.985350	0.875519	0.861992	0.801870	0.921127	0.966265	0.905290	0.848855	0.907910	0.967069	0.976304	0.833918	0.804069	0.827708	0.920095	0.916903	0.870311	0.912342	0.923180	0.854251	0.914985	0.954155	0.845075	0.910344	0.886473	0.953972	0.896165	0.846251	0.841602	0.918067	0.976779	0.867142	0.827392	0.979394	0.893698	0.994880	0.854161	0.828958	0.952045	0.852220	0.816716	0.901294	0.994083	0.813116	0.821503	0.997384	0.966153	0.845373	0.844011	0.944117	0.858413	0.946391	0.888031	0.811809	0.914652	0.878593	0.870222	0.844249	0.927432	0.899991	0.988548	0.947218	0.961901	0.948246	0.817359	0.943620	0.831360	0.988345	0.865361	0.959467	0.864183	0.911381	0.817948	0.998709	0.812995	0.894316	0.996075	0.956244	0.834126	0.963887	0.996853	0.927256	0.997518	0.947605	0.915755	0.842892	0.945133	0.914342	0.909904	0.908461	0.811752	0.924442	0.844310	0.965803	0.985176	0.929921	0.837197	0.810242	0.972778	0.897595	0.864918	0.868470	0.894761	0.973131	0.895863	0.927564	0.884368	0.915442	0.932692	0.807114	0.810935	0.899896	0.994212	0.882848	0.867984	0.855523	0.920931	0.942953	0.906805	0.820356	0.997676	0.910283	0.999926	0.810723	0.906970	0.850486	0.954871	0.966037	0.860520	0.916073	0.829328	0.861406	0.895589	0.965951	0.920444	0.805062	0.934227	0.800165	0.941069	0.866771	0.828724	0.965943	0.867640	0.932679	0.980865	0.856664	0.820347	0.960452	0.922430	0.918329	0.912710	0.960995	0.838736	0.981090	0.972047	0.827844	0.965119	0.984367	0.925768	0.960919	0.965798	0.916826	0.935654	0.902080	0.803682	0.900959	0.943801	0.963329	0.823114	0.962342	0.992281	0.995933	0.983974	0.990160	0.897347	0.816375	0.968662	0.849289	0.810480	0.962401	0.971779	0.930554	0.925315	0.898116	0.838302	0.943590	0.850644	0.987984	0.919824	0.944359	
0.929223	0.880315	0.893935	0.802201	0.880973	0.918577	0.827963	0.968331	0.943013	0.901706	0.926906	0.811898	0.984819	0.812167	0.978026	0.921814	0.917261	0.805133	0.931732	0.915611	0.971937	0.865457	0.883318	0.953177	0.900236	0.807646	0.900180	0.804691	0.819427	0.989642	0.973384	0.904701	0.913584	0.901841	0.917169	0.858021	0.851639	0.889007	0.957265	0.961288	0.897067	0.884642	0.988478	0.882246	0.906190	0.805357	0.983344	0.970220	0.819893	0.942244	0.889513	0.826168	0.923742	0.876109	0.957359	0.938508	0.806330	0.851674	0.912483	0.802712	0.805808	0.898248	0.918127	0.886080	0.940529	0.875081	0.828590	0.971194	0.816424	0.833340	0.884699	0.828210	0.994999	0.885836	0.813804	0.926155	0.896617	0.808763	0.892871	0.952762	0.923168	0.863441	0.929093	0.904090	0.881937	0.919301	0.909279	0.857665	0.827395	0.811759	0.832050	0.860810	0.962316	0.943409	0.964417	0.888586	0.924015	0.839344	0.986662	0.998625	0.880864	0.835236	0.865437	0.894420	0.836403	0.934030	0.844092	0.997119	0.864414	0.861594	0.836700	0.916417	0.902208	0.813823	0.899195	0.957469	0.930374	0.970201	0.885606	0.888642	0.970800	0.990462	0.817513	0.821299	0.928108	0.910758	0.833074	0.925523	0.982936	0.824151	0.951794	0.862189	0.974326	0.877978	0.897012	0.981942	0.989292	0.882703	0.959983	0.888732	0.986896	0.852900	0.826665	0.955251	0.917769	0.891731	0.961023	0.951730	0.986310	0.995282	0.996327	0.951133	0.949626	0.992425	0.937839	0.997701	0.880648	0.944704	0.829024	0.916914	0.879357	0.816357	0.962564	0.975729	0.997794	0.832196	0.948233	0.979742	0.817166	0.807469	0.853324	0.879740	0.855772	0.841284	0.924398	0.831590	0.966842	0.844135	0.816033	0.878281	0.990874	0.807949	0.893807	0.836967	0.959858	0.865978	0.849607	0.947153	0.970161	0.990175	0.946636	0.898314	0.869711	0.842884	0.962312	0.899572	0.831643	0.892292	0.895212	0.836423	
0.973695	0.868252	0.848119	0.928680	0.803843	0.912840	0.940619	0.863957	0.953603	0.896074	0.828007	0.869100	0.903167	0.985099	0.890652	0.853450	0.923924	0.887648	0.937108	0.990324	0.935183	0.891430	0.914318	0.886132	0.862228	0.983835	0.977852	0.949884	0.814328	0.879399	0.956507	0.969326	0.854551	0.852474	0.873303	0.932610	0.945962	0.884288	0.979427	0.928200	0.952627	0.931890	0.964971	0.811499	0.816759	0.884278	0.823747	0.853696	0.910579	0.869956	0.948968	0.992369	0.826606	0.955210	0.847078	0.847689	0.995445	0.930185	0.861354	0.939715	0.832582	0.851378	0.877597	0.934627	0.811245	0.972059	0.807149	0.855143	0.841085	0.839789	0.893763	0.887868	0.867057	0.849625	0.959737	0.806525	0.813332	0.848649	0.962978	0.879106	0.987859	0.934436	0.815594	0.828764	0.999932	0.944841	0.956031	0.982904	0.850761	0.951500	0.821869	0.802817	0.815928	0.926131	0.834741	0.953129	0.856403	0.817608	0.877143	0.928675	0.914924	0.970771	0.906225	0.894042	0.986205	0.967483	0.803567	0.843275	0.821766	0.998402	0.974643	0.879106	0.839096	0.903043	0.943085	0.993315	0.905235	0.928962	0.917761	0.968445	0.868547	0.912039	0.906229	0.891610	0.924720	0.984501	0.841542	0.930410	0.960321	0.996877	0.865172	0.961413	0.954277	0.981866	0.913381	0.976004	0.886239	0.854042	0.843358	0.920463	0.835663	0.867442	0.968571	0.957843	0.831305	0.832296	0.944912	0.866883	0.884086	0.971228	0.999060	0.979394	0.835276	0.877768	0.979087	0.846711	0.903194	0.891955	0.912005	0.800656	0.804519	0.839787	0.826663	0.848621	0.955419	0.908215	0.967082	0.839777	0.921045	0.880991	0.915775	0.914882	0.841856	0.890735	0.856635	0.897170	0.924344	0.810585	0.843626	0.861755	0.879056	0.953523	0.857579	0.848495	0.910846	0.878755	0.857189	0.845590	0.800474	0.852905	0.827716	0.918262	0.887031	0.903067	0.988054	0.929702	0.934792	0.913248	0.876526	0.970995	
